id,agent_past_pos,robot_past_pos,predicted_target_pos
11,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.483741395953064, 7.6962845068361005, 7.572369211235209, 7.716978129861194, 7.858744995609935, 7.959338285222795, 7.996856316523177, 7.995223987550379, 7.952837395439982, 7.875282682463061], [3.826563552404728, 3.9108410726516856, 3.949048911186994, 4.056232215175177, 4.232800214491742, 4.441346274520846, 4.617392851674007, 4.797385450138845, 4.972323658684796, 5.1347590812226995]]","[5.928365387007128, 4.179270637848066]"
12,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.6962845068361005, 7.572369211235209, 7.716978129861194, 7.858744995609935, 7.959338285222795, 7.996856316523177, 7.995223987550379, 7.952837395439982, 7.875282682463061, 7.768476600937136], [3.9108410726516856, 3.949048911186994, 4.056232215175177, 4.232800214491742, 4.441346274520846, 4.617392851674007, 4.797385450138845, 4.972323658684796, 5.1347590812226995, 5.279646834152605]]","[5.943668241791018, 4.382664402740862]"
13,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.572369211235209, 7.716978129861194, 7.858744995609935, 7.959338285222795, 7.996856316523177, 7.995223987550379, 7.952837395439982, 7.875282682463061, 7.768476600937136, 7.639061095504637], [3.949048911186994, 4.056232215175177, 4.232800214491742, 4.441346274520846, 4.617392851674007, 4.797385450138845, 4.972323658684796, 5.1347590812226995, 5.279646834152605, 5.404753296630172]]","[6.225149633674498, 4.6805204441712185]"
14,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.716978129861194, 7.858744995609935, 7.959338285222795, 7.996856316523177, 7.995223987550379, 7.952837395439982, 7.875282682463061, 7.768476600937136, 7.639061095504637, 7.492505308306903], [4.056232215175177, 4.232800214491742, 4.441346274520846, 4.617392851674007, 4.797385450138845, 4.972323658684796, 5.1347590812226995, 5.279646834152605, 5.404753296630172, 5.509258804804873]]","[6.276103135264606, 4.8616372923918485]"
15,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.858744995609935, 7.959338285222795, 7.996856316523177, 7.995223987550379, 7.952837395439982, 7.875282682463061, 7.768476600937136, 7.639061095504637, 7.492505308306903, 7.273223908827742], [4.232800214491742, 4.441346274520846, 4.617392851674007, 4.797385450138845, 4.972323658684796, 5.1347590812226995, 5.279646834152605, 5.404753296630172, 5.509258804804873, 5.625210600081783]]","[6.184751542494734, 4.988254921618801]"
16,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.959338285222795, 7.996856316523177, 7.995223987550379, 7.952837395439982, 7.875282682463061, 7.768476600937136, 7.639061095504637, 7.492505308306903, 7.273223908827742, 7.061132018299711], [4.441346274520846, 4.617392851674007, 4.797385450138845, 4.972323658684796, 5.1347590812226995, 5.279646834152605, 5.404753296630172, 5.509258804804873, 5.625210600081783, 5.70613483587541]]","[6.159084086151731, 5.041787962115187]"
17,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.996856316523177, 7.995223987550379, 7.952837395439982, 7.875282682463061, 7.768476600937136, 7.639061095504637, 7.492505308306903, 7.273223908827742, 7.061132018299711, 6.952886266441953], [4.617392851674007, 4.797385450138845, 4.972323658684796, 5.1347590812226995, 5.279646834152605, 5.404753296630172, 5.509258804804873, 5.625210600081783, 5.70613483587541, 5.626413211024183]]","[6.231081409187925, 5.152052566206831]"
18,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.995223987550379, 7.952837395439982, 7.875282682463061, 7.768476600937136, 7.639061095504637, 7.492505308306903, 7.273223908827742, 7.061132018299711, 6.952886266441953, 6.86626968357147], [4.797385450138845, 4.972323658684796, 5.1347590812226995, 5.279646834152605, 5.404753296630172, 5.509258804804873, 5.625210600081783, 5.70613483587541, 5.626413211024183, 5.569489933646101]]","[6.265761828156125, 5.660201035535711]"
19,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.952837395439982, 7.875282682463061, 7.768476600937136, 7.639061095504637, 7.492505308306903, 7.273223908827742, 7.061132018299711, 6.952886266441953, 6.86626968357147, 6.794208740921628], [4.972323658684796, 5.1347590812226995, 5.279646834152605, 5.404753296630172, 5.509258804804873, 5.625210600081783, 5.70613483587541, 5.626413211024183, 5.569489933646101, 5.580375265872854]]","[6.18908188316406, 6.074872922695058]"
20,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.875282682463061, 7.768476600937136, 7.639061095504637, 7.492505308306903, 7.273223908827742, 7.061132018299711, 6.952886266441953, 6.86626968357147, 6.794208740921628, 6.72159351799072], [5.1347590812226995, 5.279646834152605, 5.404753296630172, 5.509258804804873, 5.625210600081783, 5.70613483587541, 5.626413211024183, 5.569489933646101, 5.580375265872854, 5.639714984691518]]","[6.079554457398069, 6.246044068134206]"
21,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.768476600937136, 7.639061095504637, 7.492505308306903, 7.273223908827742, 7.061132018299711, 6.952886266441953, 6.86626968357147, 6.794208740921628, 6.72159351799072, 6.644548830719602], [5.279646834152605, 5.404753296630172, 5.509258804804873, 5.625210600081783, 5.70613483587541, 5.626413211024183, 5.569489933646101, 5.580375265872854, 5.639714984691518, 5.712474474704641]]","[6.132369456024778, 6.485728988445181]"
22,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.639061095504637, 7.492505308306903, 7.273223908827742, 7.061132018299711, 6.952886266441953, 6.86626968357147, 6.794208740921628, 6.72159351799072, 6.644548830719602, 6.583087305756223], [5.404753296630172, 5.509258804804873, 5.625210600081783, 5.70613483587541, 5.626413211024183, 5.569489933646101, 5.580375265872854, 5.639714984691518, 5.712474474704641, 5.805265016353506]]","[6.057633917065274, 6.191790945327657]"
23,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.492505308306903, 7.273223908827742, 7.061132018299711, 6.952886266441953, 6.86626968357147, 6.794208740921628, 6.72159351799072, 6.644548830719602, 6.583087305756223, 6.520032899113309], [5.509258804804873, 5.625210600081783, 5.70613483587541, 5.626413211024183, 5.569489933646101, 5.580375265872854, 5.639714984691518, 5.712474474704641, 5.805265016353506, 5.851648127830404]]","[5.976230280132901, 5.141855633056539]"
24,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.273223908827742, 7.061132018299711, 6.952886266441953, 6.86626968357147, 6.794208740921628, 6.72159351799072, 6.644548830719602, 6.583087305756223, 6.520032899113309, 6.45477658483566], [5.625210600081783, 5.70613483587541, 5.626413211024183, 5.569489933646101, 5.580375265872854, 5.639714984691518, 5.712474474704641, 5.805265016353506, 5.851648127830404, 5.76647302845754]]","[6.398732177646767, 4.1235091421965535]"
25,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[7.061132018299711, 6.952886266441953, 6.86626968357147, 6.794208740921628, 6.72159351799072, 6.644548830719602, 6.583087305756223, 6.520032899113309, 6.45477658483566, 6.594023687777007], [5.70613483587541, 5.626413211024183, 5.569489933646101, 5.580375265872854, 5.639714984691518, 5.712474474704641, 5.805265016353506, 5.851648127830404, 5.76647302845754, 5.880535486446319]]","[7.317238314089263, 3.3781873018607476]"
26,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[6.952886266441953, 6.86626968357147, 6.794208740921628, 6.72159351799072, 6.644548830719602, 6.583087305756223, 6.520032899113309, 6.45477658483566, 6.594023687777007, 6.756165853870224], [5.626413211024183, 5.569489933646101, 5.580375265872854, 5.639714984691518, 5.712474474704641, 5.805265016353506, 5.851648127830404, 5.76647302845754, 5.880535486446319, 5.958701450744086]]","[7.584486237895797, 3.34626038781684]"
27,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[6.86626968357147, 6.794208740921628, 6.72159351799072, 6.644548830719602, 6.583087305756223, 6.520032899113309, 6.45477658483566, 6.594023687777007, 6.756165853870224, 6.930849119849438], [5.569489933646101, 5.580375265872854, 5.639714984691518, 5.712474474704641, 5.805265016353506, 5.851648127830404, 5.76647302845754, 5.880535486446319, 5.958701450744086, 6.002126749670344]]","[7.71181993169331, 3.3301711641906078]"
28,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[6.794208740921628, 6.72159351799072, 6.644548830719602, 6.583087305756223, 6.520032899113309, 6.45477658483566, 6.594023687777007, 6.756165853870224, 6.930849119849438, 7.110524733447033], [5.580375265872854, 5.639714984691518, 5.712474474704641, 5.805265016353506, 5.851648127830404, 5.76647302845754, 5.880535486446319, 5.958701450744086, 6.002126749670344, 6.012928317997576]]","[7.820654709719616, 3.2199669589735285]"
29,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[6.72159351799072, 6.644548830719602, 6.583087305756223, 6.520032899113309, 6.45477658483566, 6.594023687777007, 6.756165853870224, 6.930849119849438, 7.110524733447033, 7.289518655768677], [5.639714984691518, 5.712474474704641, 5.805265016353506, 5.851648127830404, 5.76647302845754, 5.880535486446319, 5.958701450744086, 6.002126749670344, 6.012928317997576, 5.993923692983825]]","[7.83800107382898, 3.057358532232482]"
30,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]]","[[6.644548830719602, 6.583087305756223, 6.520032899113309, 6.45477658483566, 6.594023687777007, 6.756165853870224, 6.930849119849438, 7.110524733447033, 7.289518655768677, 7.46349553997697], [5.712474474704641, 5.805265016353506, 5.851648127830404, 5.76647302845754, 5.880535486446319, 5.958701450744086, 6.002126749670344, 6.012928317997576, 5.993923692983825, 5.947749633587079]]","[7.8391855829495345, 3.0150122831232116]"
31,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.51]]","[[6.583087305756223, 6.520032899113309, 6.45477658483566, 6.594023687777007, 6.756165853870224, 6.930849119849438, 7.110524733447033, 7.289518655768677, 7.46349553997697, 7.629181295827755], [5.805265016353506, 5.851648127830404, 5.76647302845754, 5.880535486446319, 5.958701450744086, 6.002126749670344, 6.012928317997576, 5.993923692983825, 5.947749633587079, 5.877405974966319]]","[7.83368483205212, 2.9741085506499125]"
32,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.44], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.51, 4.52]]","[[6.520032899113309, 6.45477658483566, 6.594023687777007, 6.756165853870224, 6.930849119849438, 7.110524733447033, 7.289518655768677, 7.46349553997697, 7.629181295827755, 7.784178521628827], [5.851648127830404, 5.76647302845754, 5.880535486446319, 5.958701450744086, 6.002126749670344, 6.012928317997576, 5.993923692983825, 5.947749633587079, 5.877405974966319, 5.785886250349319]]","[7.711330462391824, 3.000341378065383]"
33,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.44, 6.28], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.51, 4.52, 4.52]]","[[6.45477658483566, 6.594023687777007, 6.756165853870224, 6.930849119849438, 7.110524733447033, 7.289518655768677, 7.46349553997697, 7.629181295827755, 7.784178521628827, 7.926266293377742], [5.76647302845754, 5.880535486446319, 5.958701450744086, 6.002126749670344, 6.012928317997576, 5.993923692983825, 5.947749633587079, 5.877405974966319, 5.785886250349319, 5.675382562087667]]","[7.493023733944758, 3.0872296766506553]"
34,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.44, 6.28, 6.11], [4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.51, 4.52, 4.52, 4.52]]","[[6.594023687777007, 6.756165853870224, 6.930849119849438, 7.110524733447033, 7.289518655768677, 7.46349553997697, 7.629181295827755, 7.784178521628827, 7.926266293377742, 8.052948024041585], [5.880535486446319, 5.958701450744086, 6.002126749670344, 6.012928317997576, 5.993923692983825, 5.947749633587079, 5.877405974966319, 5.785886250349319, 5.675382562087667, 5.547508643261295]]","[7.309043969876699, 3.2995623809016754]"
35,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.59, 6.44, 6.28, 6.11, 5.96], [4.52, 4.52, 4.52, 4.52, 4.52, 4.51, 4.52, 4.52, 4.52, 4.529999999999999]]","[[6.756165853870224, 6.930849119849438, 7.110524733447033, 7.289518655768677, 7.46349553997697, 7.629181295827755, 7.784178521628827, 7.926266293377742, 8.052948024041585, 8.161692206210772], [5.958701450744086, 6.002126749670344, 6.012928317997576, 5.993923692983825, 5.947749633587079, 5.877405974966319, 5.785886250349319, 5.675382562087667, 5.547508643261295, 5.404069796206688]]","[7.163842324561754, 3.5188802629730453]"
36,"[[6.59, 6.59, 6.59, 6.59, 6.59, 6.44, 6.28, 6.11, 5.96, 5.77], [4.52, 4.52, 4.52, 4.52, 4.51, 4.52, 4.52, 4.52, 4.529999999999999, 4.529999999999999]]","[[6.930849119849438, 7.110524733447033, 7.289518655768677, 7.46349553997697, 7.629181295827755, 7.784178521628827, 7.926266293377742, 8.052948024041585, 8.161692206210772, 8.24994390194372], [6.002126749670344, 6.012928317997576, 5.993923692983825, 5.947749633587079, 5.877405974966319, 5.785886250349319, 5.675382562087667, 5.547508643261295, 5.404069796206688, 5.247188827952859]]","[7.262533296989954, 4.1177914356799095]"
37,"[[6.59, 6.59, 6.59, 6.59, 6.44, 6.28, 6.11, 5.96, 5.77, 5.46], [4.52, 4.52, 4.52, 4.51, 4.52, 4.52, 4.52, 4.529999999999999, 4.529999999999999, 4.529999999999999]]","[[7.110524733447033, 7.289518655768677, 7.46349553997697, 7.629181295827755, 7.784178521628827, 7.926266293377742, 8.052948024041585, 8.161692206210772, 8.24994390194372, 8.31414739389249], [6.012928317997576, 5.993923692983825, 5.947749633587079, 5.877405974966319, 5.785886250349319, 5.675382562087667, 5.547508643261295, 5.404069796206688, 5.247188827952859, 5.079028453245901]]","[6.90587012071439, 6.084594096556448]"
38,"[[6.59, 6.59, 6.59, 6.44, 6.28, 6.11, 5.96, 5.77, 5.46, 5.12], [4.52, 4.52, 4.51, 4.52, 4.52, 4.52, 4.529999999999999, 4.529999999999999, 4.529999999999999, 4.52]]","[[7.289518655768677, 7.46349553997697, 7.629181295827755, 7.784178521628827, 7.926266293377742, 8.052948024041585, 8.161692206210772, 8.24994390194372, 8.31414739389249, 8.3245898261311], [5.993923692983825, 5.947749633587079, 5.877405974966319, 5.785886250349319, 5.675382562087667, 5.547508643261295, 5.404069796206688, 5.247188827952859, 5.079028453245901, 4.8993316096204715]]","[4.141954518819089, 6.527257244004627]"
39,"[[6.59, 6.59, 6.44, 6.28, 6.11, 5.96, 5.77, 5.46, 5.12, 4.85], [4.52, 4.51, 4.52, 4.52, 4.52, 4.529999999999999, 4.529999999999999, 4.529999999999999, 4.52, 4.499999999999999]]","[[7.46349553997697, 7.629181295827755, 7.784178521628827, 7.926266293377742, 8.052948024041585, 8.161692206210772, 8.24994390194372, 8.31414739389249, 8.3245898261311, 8.292018267945524], [5.947749633587079, 5.877405974966319, 5.785886250349319, 5.675382562087667, 5.547508643261295, 5.404069796206688, 5.247188827952859, 5.079028453245901, 4.8993316096204715, 4.722303098929782]]","[2.7913173173229655, 6.139634675277133]"
40,"[[6.59, 6.44, 6.28, 6.11, 5.96, 5.77, 5.46, 5.12, 4.85, 4.64], [4.51, 4.52, 4.52, 4.52, 4.529999999999999, 4.529999999999999, 4.529999999999999, 4.52, 4.499999999999999, 4.489999999999999]]","[[7.629181295827755, 7.784178521628827, 7.926266293377742, 8.052948024041585, 8.161692206210772, 8.24994390194372, 8.31414739389249, 8.3245898261311, 8.292018267945524, 8.225440212945905], [5.877405974966319, 5.785886250349319, 5.675382562087667, 5.547508643261295, 5.404069796206688, 5.247188827952859, 5.079028453245901, 4.8993316096204715, 4.722303098929782, 4.555068644966289]]","[2.255612560968366, 5.892914328064128]"
41,"[[6.44, 6.28, 6.11, 5.96, 5.77, 5.46, 5.12, 4.85, 4.64, 4.46], [4.52, 4.52, 4.52, 4.529999999999999, 4.529999999999999, 4.529999999999999, 4.52, 4.499999999999999, 4.489999999999999, 4.4799999999999995]]","[[7.784178521628827, 7.926266293377742, 8.052948024041585, 8.161692206210772, 8.24994390194372, 8.31414739389249, 8.3245898261311, 8.292018267945524, 8.225440212945905, 8.13160783098398], [5.785886250349319, 5.675382562087667, 5.547508643261295, 5.404069796206688, 5.247188827952859, 5.079028453245901, 4.8993316096204715, 4.722303098929782, 4.555068644966289, 4.401460428729815]]","[1.9142935876673288, 5.4716534810216855]"
42,"[[6.28, 6.11, 5.96, 5.77, 5.46, 5.12, 4.85, 4.64, 4.46, 4.24], [4.52, 4.52, 4.529999999999999, 4.529999999999999, 4.529999999999999, 4.52, 4.499999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995]]","[[7.926266293377742, 8.052948024041585, 8.161692206210772, 8.24994390194372, 8.31414739389249, 8.3245898261311, 8.292018267945524, 8.225440212945905, 8.13160783098398, 8.016821596542867], [5.675382562087667, 5.547508643261295, 5.404069796206688, 5.247188827952859, 5.079028453245901, 4.8993316096204715, 4.722303098929782, 4.555068644966289, 4.401460428729815, 4.2628093545081205]]","[1.6831338142552692, 5.102397639000613]"
43,"[[6.11, 5.96, 5.77, 5.46, 5.12, 4.85, 4.64, 4.46, 4.24, 4.02], [4.52, 4.529999999999999, 4.529999999999999, 4.529999999999999, 4.52, 4.499999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.459999999999999]]","[[8.052948024041585, 8.161692206210772, 8.24994390194372, 8.31414739389249, 8.3245898261311, 8.292018267945524, 8.225440212945905, 8.13160783098398, 8.016821596542867, 7.886098014550114], [5.547508643261295, 5.404069796206688, 5.247188827952859, 5.079028453245901, 4.8993316096204715, 4.722303098929782, 4.555068644966289, 4.401460428729815, 4.2628093545081205, 4.139070334344779]]","[1.5606781117486, 4.774259807973777]"
44,"[[5.96, 5.77, 5.46, 5.12, 4.85, 4.64, 4.46, 4.24, 4.02, 3.91], [4.529999999999999, 4.529999999999999, 4.529999999999999, 4.52, 4.499999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.459999999999999, 4.459999999999999]]","[[8.161692206210772, 8.24994390194372, 8.31414739389249, 8.3245898261311, 8.292018267945524, 8.225440212945905, 8.13160783098398, 8.016821596542867, 7.886098014550114, 7.743348509478339], [5.404069796206688, 5.247188827952859, 5.079028453245901, 4.8993316096204715, 4.722303098929782, 4.555068644966289, 4.401460428729815, 4.2628093545081205, 4.139070334344779, 4.029422813616933]]","[1.6262563769099794, 4.492069297991933]"
