id,agent_past_pos,robot_past_pos,predicted_target_pos
84,"[[6.18, 6.43, 6.66, 6.89, 7.1, 7.3, 7.48, 7.69, 7.79, 7.87], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[5.659153922883644, 5.825562376099144, 5.997479256329274, 6.1728474391719725, 6.350289844707233, 6.529000018930179, 6.708437190265849, 6.888226820651507, 7.068177474741357, 7.2481686599696555], [1.7450676646630852, 1.6764511455264761, 1.6231164823894564, 1.582545551337164, 1.5523099313193747, 1.5308000817335643, 1.5165768070384276, 1.5078768756715326, 1.5036623658975112, 1.5018810068342803]]","[8.92423553542742, 1.4368003492329238]"
85,"[[6.43, 6.66, 6.89, 7.1, 7.3, 7.48, 7.69, 7.79, 7.87, 7.93], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[5.825562376099144, 5.997479256329274, 6.1728474391719725, 6.350289844707233, 6.529000018930179, 6.708437190265849, 6.888226820651507, 7.068177474741357, 7.2481686599696555, 7.4281525812412355], [1.6764511455264761, 1.6231164823894564, 1.582545551337164, 1.5523099313193747, 1.5308000817335643, 1.5165768070384276, 1.5078768756715326, 1.5036623658975112, 1.5018810068342803, 1.4994751631765033]]","[8.726482888248071, 1.243373316481557]"
86,"[[6.66, 6.89, 7.1, 7.3, 7.48, 7.69, 7.79, 7.87, 7.93, 7.97], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[5.997479256329274, 6.1728474391719725, 6.350289844707233, 6.529000018930179, 6.708437190265849, 6.888226820651507, 7.068177474741357, 7.2481686599696555, 7.4281525812412355, 7.666208215293951], [1.6231164823894564, 1.582545551337164, 1.5523099313193747, 1.5308000817335643, 1.5165768070384276, 1.5078768756715326, 1.5036623658975112, 1.5018810068342803, 1.4994751631765033, 1.4911081603866427]]","[8.690584846077032, 1.0990910343032687]"
87,"[[6.89, 7.1, 7.3, 7.48, 7.69, 7.79, 7.87, 7.93, 7.97, 7.98], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[6.1728474391719725, 6.350289844707233, 6.529000018930179, 6.708437190265849, 6.888226820651507, 7.068177474741357, 7.2481686599696555, 7.4281525812412355, 7.666208215293951, 7.789133410987921], [1.582545551337164, 1.5523099313193747, 1.5308000817335643, 1.5165768070384276, 1.5078768756715326, 1.5036623658975112, 1.5018810068342803, 1.4994751631765033, 1.4911081603866427, 1.444066105256638]]","[8.743982654151983, 1.953793225656113]"
88,"[[7.1, 7.3, 7.48, 7.69, 7.79, 7.87, 7.93, 7.97, 7.98, 7.98], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[6.350289844707233, 6.529000018930179, 6.708437190265849, 6.888226820651507, 7.068177474741357, 7.2481686599696555, 7.4281525812412355, 7.666208215293951, 7.789133410987921, 7.903715320167608], [1.5523099313193747, 1.5308000817335643, 1.5165768070384276, 1.5078768756715326, 1.5036623658975112, 1.5018810068342803, 1.4994751631765033, 1.4911081603866427, 1.444066105256638, 1.5052333597045748]]","[8.46296013170249, 2.9977386716705174]"
89,"[[7.3, 7.48, 7.69, 7.79, 7.87, 7.93, 7.97, 7.98, 7.98, 7.98], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[6.529000018930179, 6.708437190265849, 6.888226820651507, 7.068177474741357, 7.2481686599696555, 7.4281525812412355, 7.666208215293951, 7.789133410987921, 7.903715320167608, 8.082387644128806], [1.5308000817335643, 1.5165768070384276, 1.5078768756715326, 1.5036623658975112, 1.5018810068342803, 1.4994751631765033, 1.4911081603866427, 1.444066105256638, 1.5052333597045748, 1.5270553818451664]]","[8.393797445373542, 3.2777051916825077]"
90,"[[7.48, 7.69, 7.79, 7.87, 7.93, 7.97, 7.98, 7.98, 7.98, 7.98], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[6.708437190265849, 6.888226820651507, 7.068177474741357, 7.2481686599696555, 7.4281525812412355, 7.666208215293951, 7.789133410987921, 7.903715320167608, 8.082387644128806, 8.255657418211078], [1.5165768070384276, 1.5078768756715326, 1.5036623658975112, 1.5018810068342803, 1.4994751631765033, 1.4911081603866427, 1.444066105256638, 1.5052333597045748, 1.5270553818451664, 1.5758158718906785]]","[8.370258993049239, 3.7293884312473677]"
91,"[[7.69, 7.79, 7.87, 7.93, 7.97, 7.98, 7.98, 7.98, 7.98, 7.83], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[6.888226820651507, 7.068177474741357, 7.2481686599696555, 7.4281525812412355, 7.666208215293951, 7.789133410987921, 7.903715320167608, 8.082387644128806, 8.255657418211078, 8.41975429859448], [1.5078768756715326, 1.5036623658975112, 1.5018810068342803, 1.4994751631765033, 1.4911081603866427, 1.444066105256638, 1.5052333597045748, 1.5270553818451664, 1.5758158718906785, 1.6497902853620638]]","[7.984699608948713, 3.7990767939222447]"
92,"[[7.79, 7.87, 7.93, 7.97, 7.98, 7.98, 7.98, 7.98, 7.83, 7.66], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.279999999999999]]","[[7.068177474741357, 7.2481686599696555, 7.4281525812412355, 7.666208215293951, 7.789133410987921, 7.903715320167608, 8.082387644128806, 8.255657418211078, 8.41975429859448, 8.569806907419578], [1.5036623658975112, 1.5018810068342803, 1.4994751631765033, 1.4911081603866427, 1.444066105256638, 1.5052333597045748, 1.5270553818451664, 1.5758158718906785, 1.6497902853620638, 1.7492096727308386]]","[7.440718028787986, 3.7732622926649206]"
93,"[[7.87, 7.93, 7.97, 7.98, 7.98, 7.98, 7.98, 7.83, 7.66, 7.56], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.279999999999999, 4.3]]","[[7.2481686599696555, 7.4281525812412355, 7.666208215293951, 7.789133410987921, 7.903715320167608, 8.082387644128806, 8.255657418211078, 8.41975429859448, 8.569806907419578, 8.699718782923455], [1.5018810068342803, 1.4994751631765033, 1.4911081603866427, 1.444066105256638, 1.5052333597045748, 1.5270553818451664, 1.5758158718906785, 1.6497902853620638, 1.7492096727308386, 1.8738006218526142]]","[7.026127765200371, 3.7704366310689226]"
94,"[[7.93, 7.97, 7.98, 7.98, 7.98, 7.98, 7.83, 7.66, 7.56, 7.48], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.279999999999999, 4.3, 4.31]]","[[7.4281525812412355, 7.666208215293951, 7.789133410987921, 7.903715320167608, 8.082387644128806, 8.255657418211078, 8.41975429859448, 8.569806907419578, 8.699718782923455, 8.804712748507708], [1.4994751631765033, 1.4911081603866427, 1.444066105256638, 1.5052333597045748, 1.5270553818451664, 1.5758158718906785, 1.6497902853620638, 1.7492096727308386, 1.8738006218526142, 2.0200068706619345]]","[6.628873324374407, 3.607412313853463]"
95,"[[7.97, 7.98, 7.98, 7.98, 7.98, 7.83, 7.66, 7.56, 7.48, 7.35], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.279999999999999, 4.3, 4.31, 4.319999999999999]]","[[7.666208215293951, 7.789133410987921, 7.903715320167608, 8.082387644128806, 8.255657418211078, 8.41975429859448, 8.569806907419578, 8.699718782923455, 8.804712748507708, 8.88059769884723], [1.4911081603866427, 1.444066105256638, 1.5052333597045748, 1.5270553818451664, 1.5758158718906785, 1.6497902853620638, 1.7492096727308386, 1.8738006218526142, 2.0200068706619345, 2.1832290331030935]]","[6.243673670450624, 3.3697057405615896]"
96,"[[7.98, 7.98, 7.98, 7.98, 7.83, 7.66, 7.56, 7.48, 7.35, 7.19], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.279999999999999, 4.3, 4.31, 4.319999999999999, 4.34]]","[[7.789133410987921, 7.903715320167608, 8.082387644128806, 8.255657418211078, 8.41975429859448, 8.569806907419578, 8.699718782923455, 8.804712748507708, 8.88059769884723, 8.924294367021062], [1.444066105256638, 1.5052333597045748, 1.5270553818451664, 1.5758158718906785, 1.6497902853620638, 1.7492096727308386, 1.8738006218526142, 2.0200068706619345, 2.1832290331030935, 2.3578446142821683]]","[6.021029129212835, 3.3705672257094754]"
97,"[[7.98, 7.98, 7.98, 7.83, 7.66, 7.56, 7.48, 7.35, 7.19, 6.8], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.279999999999999, 4.3, 4.31, 4.319999999999999, 4.34, 4.3999999999999995]]","[[7.903715320167608, 8.082387644128806, 8.255657418211078, 8.41975429859448, 8.569806907419578, 8.699718782923455, 8.804712748507708, 8.88059769884723, 8.924294367021062, 8.936446551168329], [1.5052333597045748, 1.5270553818451664, 1.5758158718906785, 1.6497902853620638, 1.7492096727308386, 1.8738006218526142, 2.0200068706619345, 2.1832290331030935, 2.3578446142821683, 2.5374339358479308]]","[5.576771859014398, 3.4672178761631773]"
98,"[[7.98, 7.98, 7.83, 7.66, 7.56, 7.48, 7.35, 7.19, 6.8, 6.64], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.279999999999999, 4.3, 4.31, 4.319999999999999, 4.34, 4.3999999999999995, 4.419999999999999]]","[[8.082387644128806, 8.255657418211078, 8.41975429859448, 8.569806907419578, 8.699718782923455, 8.804712748507708, 8.88059769884723, 8.924294367021062, 8.936446551168329, 8.919078278105694], [1.5270553818451664, 1.5758158718906785, 1.6497902853620638, 1.7492096727308386, 1.8738006218526142, 2.0200068706619345, 2.1832290331030935, 2.3578446142821683, 2.5374339358479308, 2.7165940404773425]]","[5.213967012923199, 3.5092803836703967]"
99,"[[7.98, 7.83, 7.66, 7.56, 7.48, 7.35, 7.19, 6.8, 6.64, 6.48], [4.249999999999999, 4.249999999999999, 4.279999999999999, 4.3, 4.31, 4.319999999999999, 4.34, 4.3999999999999995, 4.419999999999999, 4.449999999999999]]","[[8.255657418211078, 8.41975429859448, 8.569806907419578, 8.699718782923455, 8.804712748507708, 8.88059769884723, 8.924294367021062, 8.936446551168329, 8.919078278105694, 8.874851287694902], [1.5758158718906785, 1.6497902853620638, 1.7492096727308386, 1.8738006218526142, 2.0200068706619345, 2.1832290331030935, 2.3578446142821683, 2.5374339358479308, 2.7165940404773425, 2.891076054791723]]","[4.910620750280351, 3.634034719685827]"
100,"[[7.83, 7.66, 7.56, 7.48, 7.35, 7.19, 6.8, 6.64, 6.48, 6.26], [4.249999999999999, 4.279999999999999, 4.3, 4.31, 4.319999999999999, 4.34, 4.3999999999999995, 4.419999999999999, 4.449999999999999, 4.47]]","[[8.41975429859448, 8.569806907419578, 8.699718782923455, 8.804712748507708, 8.88059769884723, 8.924294367021062, 8.936446551168329, 8.919078278105694, 8.874851287694902, 8.807297133580397], [1.6497902853620638, 1.7492096727308386, 1.8738006218526142, 2.0200068706619345, 2.1832290331030935, 2.3578446142821683, 2.5374339358479308, 2.7165940404773425, 2.891076054791723, 3.05791860410656]]","[4.644231700078199, 3.5701941806980515]"
101,"[[7.66, 7.56, 7.48, 7.35, 7.19, 6.8, 6.64, 6.48, 6.26, 6.09], [4.279999999999999, 4.3, 4.31, 4.319999999999999, 4.34, 4.3999999999999995, 4.419999999999999, 4.449999999999999, 4.47, 4.4799999999999995]]","[[8.569806907419578, 8.699718782923455, 8.804712748507708, 8.88059769884723, 8.924294367021062, 8.936446551168329, 8.919078278105694, 8.874851287694902, 8.807297133580397, 8.719055062508737], [1.7492096727308386, 1.8738006218526142, 2.0200068706619345, 2.1832290331030935, 2.3578446142821683, 2.5374339358479308, 2.7165940404773425, 2.891076054791723, 3.05791860410656, 3.214804986221083]]","[4.409171467995797, 3.4544555784289916]"
102,"[[7.56, 7.48, 7.35, 7.19, 6.8, 6.64, 6.48, 6.26, 6.09, 5.88], [4.3, 4.31, 4.319999999999999, 4.34, 4.3999999999999995, 4.419999999999999, 4.449999999999999, 4.47, 4.4799999999999995, 4.4799999999999995]]","[[8.699718782923455, 8.804712748507708, 8.88059769884723, 8.924294367021062, 8.936446551168329, 8.919078278105694, 8.874851287694902, 8.807297133580397, 8.719055062508737, 8.612615997154352], [1.8738006218526142, 2.0200068706619345, 2.1832290331030935, 2.3578446142821683, 2.5374339358479308, 2.7165940404773425, 2.891076054791723, 3.05791860410656, 3.214804986221083, 3.359962574264164]]","[4.210030490715143, 3.4249220854250146]"
103,"[[7.48, 7.35, 7.19, 6.8, 6.64, 6.48, 6.26, 6.09, 5.88, 5.63], [4.31, 4.319999999999999, 4.34, 4.3999999999999995, 4.419999999999999, 4.449999999999999, 4.47, 4.4799999999999995, 4.4799999999999995, 4.489999999999999]]","[[8.804712748507708, 8.88059769884723, 8.924294367021062, 8.936446551168329, 8.919078278105694, 8.874851287694902, 8.807297133580397, 8.719055062508737, 8.612615997154352, 8.490778977883483], [2.0200068706619345, 2.1832290331030935, 2.3578446142821683, 2.5374339358479308, 2.7165940404773425, 2.891076054791723, 3.05791860410656, 3.214804986221083, 3.359962574264164, 3.4924606524962267]]","[3.961444432747985, 3.466056286599048]"
104,"[[7.35, 7.19, 6.8, 6.64, 6.48, 6.26, 6.09, 5.88, 5.63, 5.27], [4.319999999999999, 4.34, 4.3999999999999995, 4.419999999999999, 4.449999999999999, 4.47, 4.4799999999999995, 4.4799999999999995, 4.489999999999999, 4.489999999999999]]","[[8.88059769884723, 8.924294367021062, 8.936446551168329, 8.919078278105694, 8.874851287694902, 8.807297133580397, 8.719055062508737, 8.612615997154352, 8.490778977883483, 8.356325955716418], [2.1832290331030935, 2.3578446142821683, 2.5374339358479308, 2.7165940404773425, 2.891076054791723, 3.05791860410656, 3.214804986221083, 3.359962574264164, 3.4924606524962267, 3.612136819004612]]","[3.5799230054295528, 3.496446364163952]"
105,"[[7.19, 6.8, 6.64, 6.48, 6.26, 6.09, 5.88, 5.63, 5.27, 4.9], [4.34, 4.3999999999999995, 4.419999999999999, 4.449999999999999, 4.47, 4.4799999999999995, 4.4799999999999995, 4.489999999999999, 4.489999999999999, 4.489999999999999]]","[[8.924294367021062, 8.936446551168329, 8.919078278105694, 8.874851287694902, 8.807297133580397, 8.719055062508737, 8.612615997154352, 8.490778977883483, 8.356325955716418, 8.21164107884687], [2.3578446142821683, 2.5374339358479308, 2.7165940404773425, 2.891076054791723, 3.05791860410656, 3.214804986221083, 3.359962574264164, 3.4924606524962267, 3.612136819004612, 3.719217566131461]]","[2.9632718619279252, 3.4724550073135974]"
106,"[[6.8, 6.64, 6.48, 6.26, 6.09, 5.88, 5.63, 5.27, 4.9, 4.69], [4.3999999999999995, 4.419999999999999, 4.449999999999999, 4.47, 4.4799999999999995, 4.4799999999999995, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.489999999999999]]","[[8.936446551168329, 8.919078278105694, 8.874851287694902, 8.807297133580397, 8.719055062508737, 8.612615997154352, 8.490778977883483, 8.356325955716418, 8.21164107884687, 8.05866267778728], [2.5374339358479308, 2.7165940404773425, 2.891076054791723, 3.05791860410656, 3.214804986221083, 3.359962574264164, 3.4924606524962267, 3.612136819004612, 3.719217566131461, 3.8140732924174956]]","[2.4843385467753176, 3.333534089727371]"
107,"[[6.64, 6.48, 6.26, 6.09, 5.88, 5.63, 5.27, 4.9, 4.69, 4.48], [4.419999999999999, 4.449999999999999, 4.47, 4.4799999999999995, 4.4799999999999995, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.4799999999999995]]","[[8.919078278105694, 8.874851287694902, 8.807297133580397, 8.719055062508737, 8.612615997154352, 8.490778977883483, 8.356325955716418, 8.21164107884687, 8.05866267778728, 7.898847188573017], [2.7165940404773425, 2.891076054791723, 3.05791860410656, 3.214804986221083, 3.359962574264164, 3.4924606524962267, 3.612136819004612, 3.719217566131461, 3.8140732924174956, 3.8968924291384592]]","[2.1092449089099308, 3.3180513985407725]"
108,"[[6.48, 6.26, 6.09, 5.88, 5.63, 5.27, 4.9, 4.69, 4.48, 4.25], [4.449999999999999, 4.47, 4.4799999999999995, 4.4799999999999995, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995]]","[[8.874851287694902, 8.807297133580397, 8.719055062508737, 8.612615997154352, 8.490778977883483, 8.356325955716418, 8.21164107884687, 8.05866267778728, 7.898847188573017, 7.73367826861633], [2.891076054791723, 3.05791860410656, 3.214804986221083, 3.359962574264164, 3.4924606524962267, 3.612136819004612, 3.719217566131461, 3.8140732924174956, 3.8968924291384592, 3.9684412088648937]]","[1.814781593506467, 3.263653060461726]"
109,"[[6.26, 6.09, 5.88, 5.63, 5.27, 4.9, 4.69, 4.48, 4.25, 4.01], [4.47, 4.4799999999999995, 4.4799999999999995, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.47]]","[[8.807297133580397, 8.719055062508737, 8.612615997154352, 8.490778977883483, 8.356325955716418, 8.21164107884687, 8.05866267778728, 7.898847188573017, 7.73367826861633, 7.564315597431587], [3.05791860410656, 3.214804986221083, 3.359962574264164, 3.4924606524962267, 3.612136819004612, 3.719217566131461, 3.8140732924174956, 3.8968924291384592, 3.9684412088648937, 4.029402554069609]]","[1.6038549345897906, 3.2076563835488265]"
110,"[[6.09, 5.88, 5.63, 5.27, 4.9, 4.69, 4.48, 4.25, 4.01, 3.83], [4.4799999999999995, 4.4799999999999995, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.47, 4.4399999999999995]]","[[8.719055062508737, 8.612615997154352, 8.490778977883483, 8.356325955716418, 8.21164107884687, 8.05866267778728, 7.898847188573017, 7.73367826861633, 7.564315597431587, 7.391708982329043], [3.214804986221083, 3.359962574264164, 3.4924606524962267, 3.612136819004612, 3.719217566131461, 3.8140732924174956, 3.8968924291384592, 3.9684412088648937, 4.029402554069609, 4.0804609169775805]]","[1.4774228457018461, 3.1978330721670947]"
111,"[[5.88, 5.63, 5.27, 4.9, 4.69, 4.48, 4.25, 4.01, 3.83, 3.68], [4.4799999999999995, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.47, 4.4399999999999995, 4.4399999999999995]]","[[8.612615997154352, 8.490778977883483, 8.356325955716418, 8.21164107884687, 8.05866267778728, 7.898847188573017, 7.73367826861633, 7.564315597431587, 7.391708982329043, 7.216669665232947], [3.359962574264164, 3.4924606524962267, 3.612136819004612, 3.719217566131461, 3.8140732924174956, 3.8968924291384592, 3.9684412088648937, 4.029402554069609, 4.0804609169775805, 4.1224280168360705]]","[1.4940982922471076, 3.2459833790606494]"
112,"[[5.63, 5.27, 4.9, 4.69, 4.48, 4.25, 4.01, 3.83, 3.68, 3.47], [4.489999999999999, 4.489999999999999, 4.489999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.47, 4.4399999999999995, 4.4399999999999995, 4.43]]","[[8.490778977883483, 8.356325955716418, 8.21164107884687, 8.05866267778728, 7.898847188573017, 7.73367826861633, 7.564315597431587, 7.391708982329043, 7.216669665232947, 7.039869633534712], [3.4924606524962267, 3.612136819004612, 3.719217566131461, 3.8140732924174956, 3.8968924291384592, 3.9684412088648937, 4.029402554069609, 4.0804609169775805, 4.1224280168360705, 4.156217790311237]]","[1.4734571846516555, 3.244943953221698]"
113,"[[5.27, 4.9, 4.69, 4.48, 4.25, 4.01, 3.83, 3.68, 3.47, 3.35], [4.489999999999999, 4.489999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.47, 4.4399999999999995, 4.4399999999999995, 4.43, 4.43]]","[[8.356325955716418, 8.21164107884687, 8.05866267778728, 7.898847188573017, 7.73367826861633, 7.564315597431587, 7.391708982329043, 7.216669665232947, 7.039869633534712, 6.86180325278755], [3.612136819004612, 3.719217566131461, 3.8140732924174956, 3.8968924291384592, 3.9684412088648937, 4.029402554069609, 4.0804609169775805, 4.1224280168360705, 4.156217790311237, 4.182530601784106]]","[1.44775934943672, 3.142083128258105]"
114,"[[4.9, 4.69, 4.48, 4.25, 4.01, 3.83, 3.68, 3.47, 3.35, 3.24], [4.489999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.47, 4.4399999999999995, 4.4399999999999995, 4.43, 4.43, 4.43]]","[[8.21164107884687, 8.05866267778728, 7.898847188573017, 7.73367826861633, 7.564315597431587, 7.391708982329043, 7.216669665232947, 7.039869633534712, 6.86180325278755, 6.682819644216097], [3.719217566131461, 3.8140732924174956, 3.8968924291384592, 3.9684412088648937, 4.029402554069609, 4.0804609169775805, 4.1224280168360705, 4.156217790311237, 4.182530601784106, 4.201632116455478]]","[1.4920843040976886, 3.1177099687046237]"
115,"[[4.69, 4.48, 4.25, 4.01, 3.83, 3.68, 3.47, 3.35, 3.24, 3.11], [4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.47, 4.4399999999999995, 4.4399999999999995, 4.43, 4.43, 4.43, 4.43]]","[[8.05866267778728, 7.898847188573017, 7.73367826861633, 7.564315597431587, 7.391708982329043, 7.216669665232947, 7.039869633534712, 6.86180325278755, 6.682819644216097, 6.503246205030849], [3.8140732924174956, 3.8968924291384592, 3.9684412088648937, 4.029402554069609, 4.0804609169775805, 4.1224280168360705, 4.156217790311237, 4.182530601784106, 4.201632116455478, 4.2140167819407575]]","[1.5270971228470112, 3.1912222968485944]"
116,"[[4.48, 4.25, 4.01, 3.83, 3.68, 3.47, 3.35, 3.24, 3.11, 2.98], [4.4799999999999995, 4.4799999999999995, 4.47, 4.4399999999999995, 4.4399999999999995, 4.43, 4.43, 4.43, 4.43, 4.43]]","[[7.898847188573017, 7.73367826861633, 7.564315597431587, 7.391708982329043, 7.216669665232947, 7.039869633534712, 6.86180325278755, 6.682819644216097, 6.503246205030849, 6.323364582920664], [3.8968924291384592, 3.9684412088648937, 4.029402554069609, 4.0804609169775805, 4.1224280168360705, 4.156217790311237, 4.182530601784106, 4.201632116455478, 4.2140167819407575, 4.220543804769626]]","[1.5528453263288675, 3.2396368414212375]"
117,"[[4.25, 4.01, 3.83, 3.68, 3.47, 3.35, 3.24, 3.11, 2.98, 2.8], [4.4799999999999995, 4.47, 4.4399999999999995, 4.4399999999999995, 4.43, 4.43, 4.43, 4.43, 4.43, 4.43]]","[[7.73367826861633, 7.564315597431587, 7.391708982329043, 7.216669665232947, 7.039869633534712, 6.86180325278755, 6.682819644216097, 6.503246205030849, 6.323364582920664, 6.143369756479987], [3.9684412088648937, 4.029402554069609, 4.0804609169775805, 4.1224280168360705, 4.156217790311237, 4.182530601784106, 4.201632116455478, 4.2140167819407575, 4.220543804769626, 4.221908522539119]]","[1.4726081712443913, 3.2765031585025586]"
118,"[[4.01, 3.83, 3.68, 3.47, 3.35, 3.24, 3.11, 2.98, 2.8, 2.65], [4.47, 4.4399999999999995, 4.4399999999999995, 4.43, 4.43, 4.43, 4.43, 4.43, 4.43, 4.4399999999999995]]","[[7.564315597431587, 7.391708982329043, 7.216669665232947, 7.039869633534712, 6.86180325278755, 6.682819644216097, 6.503246205030849, 6.323364582920664, 6.143369756479987, 5.963396671084423], [4.029402554069609, 4.0804609169775805, 4.1224280168360705, 4.156217790311237, 4.182530601784106, 4.201632116455478, 4.2140167819407575, 4.220543804769626, 4.221908522539119, 4.2187958816666296]]","[1.3519889142790031, 3.322683141626804]"
119,"[[3.83, 3.68, 3.47, 3.35, 3.24, 3.11, 2.98, 2.8, 2.65, 2.43], [4.4399999999999995, 4.4399999999999995, 4.43, 4.43, 4.43, 4.43, 4.43, 4.43, 4.4399999999999995, 4.459999999999999]]","[[7.391708982329043, 7.216669665232947, 7.039869633534712, 6.86180325278755, 6.682819644216097, 6.503246205030849, 6.323364582920664, 6.143369756479987, 5.963396671084423, 5.783528331260102], [4.0804609169775805, 4.1224280168360705, 4.156217790311237, 4.182530601784106, 4.201632116455478, 4.2140167819407575, 4.220543804769626, 4.221908522539119, 4.2187958816666296, 4.211912544624009]]","[1.1581168207925723, 3.4322229942242286]"
120,"[[3.68, 3.47, 3.35, 3.24, 3.11, 2.98, 2.8, 2.65, 2.43, 2.24], [4.4399999999999995, 4.43, 4.43, 4.43, 4.43, 4.43, 4.43, 4.4399999999999995, 4.459999999999999, 4.459999999999999]]","[[7.216669665232947, 7.039869633534712, 6.86180325278755, 6.682819644216097, 6.503246205030849, 6.323364582920664, 6.143369756479987, 5.963396671084423, 5.783528331260102, 5.603787797823628], [4.1224280168360705, 4.156217790311237, 4.182530601784106, 4.201632116455478, 4.2140167819407575, 4.220543804769626, 4.221908522539119, 4.2187958816666296, 4.211912544624009, 4.2022512486461325]]","[0.8661068858058059, 3.463961415577285]"
121,"[[3.47, 3.35, 3.24, 3.11, 2.98, 2.8, 2.65, 2.43, 2.24, 2.09], [4.43, 4.43, 4.43, 4.43, 4.43, 4.43, 4.4399999999999995, 4.459999999999999, 4.459999999999999, 4.459999999999999]]","[[7.039869633534712, 6.86180325278755, 6.682819644216097, 6.503246205030849, 6.323364582920664, 6.143369756479987, 5.963396671084423, 5.783528331260102, 5.603787797823628, 5.424177402242009], [4.156217790311237, 4.182530601784106, 4.201632116455478, 4.2140167819407575, 4.220543804769626, 4.221908522539119, 4.2187958816666296, 4.211912544624009, 4.2022512486461325, 4.190414619099925]]","[0.609144920094792, 3.444971453797648]"
122,"[[3.35, 3.24, 3.11, 2.98, 2.8, 2.65, 2.43, 2.24, 2.09, 1.97], [4.43, 4.43, 4.43, 4.43, 4.43, 4.4399999999999995, 4.459999999999999, 4.459999999999999, 4.459999999999999, 4.459999999999999]]","[[6.86180325278755, 6.682819644216097, 6.503246205030849, 6.323364582920664, 6.143369756479987, 5.963396671084423, 5.783528331260102, 5.603787797823628, 5.424177402242009, 5.244701667367124], [4.182530601784106, 4.201632116455478, 4.2140167819407575, 4.220543804769626, 4.221908522539119, 4.2187958816666296, 4.211912544624009, 4.2022512486461325, 4.190414619099925, 4.176686524143955]]","[0.4328296619044778, 3.44419306396558]"
123,"[[3.24, 3.11, 2.98, 2.8, 2.65, 2.43, 2.24, 2.09, 1.97, 1.96], [4.43, 4.43, 4.43, 4.43, 4.4399999999999995, 4.459999999999999, 4.459999999999999, 4.459999999999999, 4.459999999999999, 4.459999999999999]]","[[6.682819644216097, 6.503246205030849, 6.323364582920664, 6.143369756479987, 5.963396671084423, 5.783528331260102, 5.603787797823628, 5.424177402242009, 5.244701667367124, 5.065356246580058], [4.201632116455478, 4.2140167819407575, 4.220543804769626, 4.221908522539119, 4.2187958816666296, 4.211912544624009, 4.2022512486461325, 4.190414619099925, 4.176686524143955, 4.161349639104605]]","[0.43675707970994093, 3.411306962178946]"
